id,placename,municipality,province,population
271184,eKomannishini,Mnquma,Eastern Cape,268
271093,eMakodisini,Mnquma,Eastern Cape,645
270009,eMgudlwane,Mbhashe,Eastern Cape,354
283129,eNgqanda B,Emalahleni,Eastern Cape,445
271243,ePhika,Mnquma,Eastern Cape,239
583026,eSiweni,Jozini,KwaZulu-Natal,3847
271176,iNtlambonkulu,Mnquma,Eastern Cape,358
674001,Abingdon,Kagisano/Molopo,North West,39
874052,Aldie,Mbombela,Mpumalanga,7517
538021,Amadaka,uMhlathuze,KwaZulu-Natal,5213
297036,Amantshangase A/a E,Mbizana,Eastern Cape,1717
281037,Angola,Lukanji,Eastern Cape,1693
199029,Athlone,City of Cape Town,Western Cape,237414
969023,Bahamanoa,Blouberg,Limpopo,9
563005,Balgowan,uMngeni,KwaZulu-Natal,980
293278,Bantubabi,Mhlontlo,Eastern Cape,231
360023,Battlemound,Joe Morolong,Northern Cape,353
573029,Bekabhezayo,Imbabazane,KwaZulu-Natal,1010
580193,Bendle,Nongoma,KwaZulu-Natal,452
295216,Bethesda,Matatiele,Eastern Cape,941
270288,Bhawu,Mbhashe,Eastern Cape,125
506024,Bhethani,Hibiscus Coast,KwaZulu-Natal,2126
271229,Bhongolwethu,Mnquma,Eastern Cape,374
664040,Bierkraal,Moses Kotane,North West,536
282014,Blasini Village,Intsika Yethu,Eastern Cape,184
873002,Blyde River Canyon Nature Reserve,Thaba Chweu,Mpumalanga,58
672031,Boipelo,Greater Taung,North West,4182
580067,Bombolo B,Nongoma,KwaZulu-Natal,159
760013,Bophelong,Emfuleni,Gauteng,46089
360028,Bosra,Joe Morolong,Northern Cape,462
292004,Bovini,Nyandeni,Eastern Cape,217
526058,Bright Home,Dannhauser,KwaZulu-Natal,443
873017,Buffelskloof,Thaba Chweu,Mpumalanga,10
270293,Bulungula,Mbhashe,Eastern Cape,96
270620,Busakwe,Mbhashe,Eastern Cape,160
567003,Cabazini,Mkhambathini,KwaZulu-Natal,1334
567016,Camperdown,Mkhambathini,KwaZulu-Natal,2101
276014,Cathcartvale A,Nkonkobe,Eastern Cape,627
165007,Ceres,Witzenberg,Western Cape,10413
526052,Chelmsford,Dannhauser,KwaZulu-Natal,30
565033,Cibelichle,Impendle,KwaZulu-Natal,2011
161007,Citrusdal,Cederberg,Western Cape,7177
599098,Cliffdale,eThekwini,KwaZulu-Natal,2298
364007,Concordia,Nama Khoi,Northern Cape,4988
282091,Cuba,Intsika Yethu,Eastern Cape,543
542001,Cwezi,Nkandla,KwaZulu-Natal,1366
296081,Dambeni,Umzimvubu,Eastern Cape,4
286166,Daweni,Elundini,Eastern Cape,77
566032,Deda,The Msunduzi,KwaZulu-Natal,5237
660046,Dertig,Moretele,North West,2996
983001,Dichoeung,Ephraim Mogale,Limpopo,1467
984004,Dikgalaopeng,Elias Motsoaledi,Limpopo,1541
294398,Dinga,King Sabata Dalindyebo,Eastern Cape,562
271411,Diphini,Mnquma,Eastern Cape,191
987039,Ditobeleng,Greater Tubatse,Limpopo,1361
271477,Dlephu,Mnquma,Eastern Cape,118
287058,Dontsi,Senqu,Eastern Cape,1278
799017,Downbern,City of Tshwane,Gauteng,603
672006,Dry Harts,Greater Taung,North West,7196
870002,Dullstroom,Emakhazeni,Mpumalanga,45
575107,Dunudunu,Nqutu,KwaZulu-Natal,1058
178003,Dysselsdorp,Oudtshoorn,Western Cape,12544
583017,Ebovini,Jozini,KwaZulu-Natal,688
287092,Edwaleni,Senqu,Eastern Cape,362
271404,Ejojweni,Mnquma,Eastern Cape,645
282009,Ekuxeni,Intsika Yethu,Eastern Cape,123
867008,Eloff,Victor Khanye,Mpumalanga,3968
291047,Emachibini,Port St Johns,Eastern Cape,312
291107,Emakhumsubeni,Port St Johns,Eastern Cape,401
588035,Emasangweni,Ntambanana,KwaZulu-Natal,1974
281083,Embekweni,Lukanji,Eastern Cape,1343
870004,Emgwenya,Emakhazeni,Mpumalanga,6178
538015,Empangeni,uMhlathuze,KwaZulu-Natal,110340
562044,Enbuyeni,uMshwathi,KwaZulu-Natal,705
587008,Enhlabosini,Mfolozi,KwaZulu-Natal,6997
594048,Ensimbini,Ingwe,KwaZulu-Natal,1548
293200,Enzebe,Mhlontlo,Eastern Cape,741
598174,Esicwecweni,Umzimkhulu,KwaZulu-Natal,514
566034,Esinyaneni,The Msunduzi,KwaZulu-Natal,3215
284170,Estishini,Engcobo,Eastern Cape,660
590027,Eyingwenya,Mthonjaneni,KwaZulu-Natal,2993
593013,Ezikotshini,Ndwedwe,KwaZulu-Natal,1461
294339,Ezintulweni,King Sabata Dalindyebo,Eastern Cape,451
470008,Fateng Tse Ntsho,Dihlabeng,Free State,5715
985093,Flaka,Makhuduthamaga,Limpopo,1087
167007,Franschhoek,Stellenbosch,Western Cape,17556
982044,Ga-Dukakgomo,Mogalakwena,Limpopo,606
982115,Ga-Letwaba,Mogalakwena,Limpopo,3855
963012,Ga-Makhushane,Ba-Phalaborwa,Limpopo,12499
970086,Ga-Mashashane,Aganang,Limpopo,5395
962014,Ga-Mookgo,Greater Tzaneen,Limpopo,2303
868025,Ga-Nala,Emalahleni,Mpumalanga,15237
987088,Ga-Riba,Greater Tubatse,Limpopo,3073
969107,GaMabeba,Blouberg,Limpopo,395
969056,GaMamokhwibidu,Blouberg,Limpopo,713
974119,GaMmamatsha,Polokwane,Limpopo,3399
982033,GaMonare,Mogalakwena,Limpopo,1323
969003,GaRamaswikana,Blouberg,Limpopo,1297
974085,GaThoka,Polokwane,Limpopo,11258
982008,Galakwena,Mogalakwena,Limpopo,598
590004,Gandolo,Mthonjaneni,KwaZulu-Natal,582
599086,Gasa Section,eThekwini,KwaZulu-Natal,1442
274029,Gcinisa,Ngqushwa,Eastern Cape,143
666022,Geysdorp,Tswaing,North West,1365
472004,Glen Lenie,Maluti a Phofung,Free State,3590
297384,Gobodweni,Mbizana,Eastern Cape,111
286155,Goji,Elundini,Eastern Cape,315
260106,Gonubie,Buffalo City,Eastern Cape,11471
180010,Goukamma Nature Reserve,Knysna,Western Cape,13
270477,Gqola,Mbhashe,Eastern Cape,206
668004,Grasfontein,Ditsobotla,North West,1352
297175,Greenville,Mbizana,Eastern Cape,3121
799015,Grootvlei,City of Tshwane,Gauteng,1786
589071,Gugushe,uMlalazi,KwaZulu-Natal,771
580147,Guqe,Nongoma,KwaZulu-Natal,563
284190,Gwetyubeni,Engcobo,Eastern Cape,489
968049,Ha-Mapila,Makhado,Limpopo,862
286066,HaNokhohloko,Elundini,Eastern Cape,70
968099,Hanani,Makhado,Limpopo,1137
966151,Hatshisele,Thulamela,Limpopo,4382
869013,Hendrina,Steve Tshwete,Mpumalanga,2359
271130,Hili Hili,Mnquma,Eastern Cape,214
868001,Hlalanikahle,Emalahleni,Mpumalanga,35108
469009,Hlohlolwane,Setsoto,Free State,16253
964033,Hoedspruit,Maruleng,Limpopo,3157
286126,Hopedale,Elundini,Eastern Cape,193
369007,Hutchinson,Ubuntu,Northern Cape,367
164017,Ilinge Lethu,Swartland,Western Cape,13671
598015,Indawana,Umzimkhulu,KwaZulu-Natal,641
568014,Inkumane,Richmond,KwaZulu-Natal,317
297029,Isilangwe,Mbizana,Eastern Cape,379
860047,Izidonga,Albert Luthuli,Mpumalanga,694
460002,Jacobsdal,Letsemeng,Free State,3504
271266,Jekete,Mnquma,Eastern Cape,405
271314,Jojweni B,Mnquma,Eastern Cape,320
284128,Jumba,Engcobo,Eastern Cape,486
966119,Ka-Nghezimani,Thulamela,Limpopo,2170
960074,KaMakhuva,Greater Giyani,Limpopo,3602
960064,KaSabulane,Greater Giyani,Limpopo,2014
294179,Kala,King Sabata Dalindyebo,Eastern Cape,152
672064,Kameelputs,Greater Taung,North West,1508
563001,Karkloof,uMngeni,KwaZulu-Natal,0
799069,Keinfontein,City of Tshwane,Gauteng,121
382002,Kgatelopele NU,Kgatelopele,Northern Cape,566
470012,Kgubetswana,Dihlabeng,Free State,5628
290147,Khanyayo A,Ngquza Hill,Eastern Cape,91
575054,Khiphinkunzi A,Nqutu,KwaZulu-Natal,678
363005,Khubus,Richtersveld,Northern Cape,948
271241,Khwetsha,Mnquma,Eastern Cape,278
167001,Klapmuts,Stellenbosch,Western Cape,7703
578012,Klipspruit,eDumbe,KwaZulu-Natal,1770
766026,Kokosi,Merafong City,Gauteng,26407
274007,Komkulu,Ngqushwa,Eastern Cape,614
281019,Koppies,Lukanji,Eastern Cape,626
579008,Kranskloof,UPhongolo,KwaZulu-Natal,8891
294111,KuBeke,King Sabata Dalindyebo,Eastern Cape,291
270585,KuGatyana,Mbhashe,Eastern Cape,396
294388,KuJonga,King Sabata Dalindyebo,Eastern Cape,525
270221,KuMadakane B,Mbhashe,Eastern Cape,319
282095,KuMaya A,Intsika Yethu,Eastern Cape,360
270325,KuMpame,Mbhashe,Eastern Cape,1016
270429,KuNgwidli,Mbhashe,Eastern Cape,414
284049,KuNtaka B,Engcobo,Eastern Cape,151
286211,KuSitana,Elundini,Eastern Cape,416
297322,Kublekwana,Mbizana,Eastern Cape,433
271322,Kulomiza,Mnquma,Eastern Cape,97
384003,Kutlwano,Dikgatlong,Northern Cape,3959
283117,Kwa-Ntaka,Emalahleni,Eastern Cape,396
284421,KwaBinase,Engcobo,Eastern Cape,462
290094,KwaCoka,Ngquza Hill,Eastern Cape,1365
284390,KwaDlomo C,Engcobo,Eastern Cape,213
294096,KwaGabu,King Sabata Dalindyebo,Eastern Cape,468
270619,KwaGoqo A,Mbhashe,Eastern Cape,433
274015,KwaJubisa,Ngqushwa,Eastern Cape,868
284262,KwaLandu,Engcobo,Eastern Cape,472
292296,KwaMadwatyana,Nyandeni,Eastern Cape,354
273111,KwaMangati,Amahlathi,Eastern Cape,1260
588006,KwaMawanda,Ntambanana,KwaZulu-Natal,827
271501,KwaMdange,Mnquma,Eastern Cape,478
284411,KwaMiya,Engcobo,Eastern Cape,498
594015,KwaMnyamana,Ingwe,KwaZulu-Natal,875
287090,KwaMundu,Senqu,Eastern Cape,191
284154,KwaNdima,Engcobo,Eastern Cape,763
270201,KwaNgezana,Mbhashe,Eastern Cape,257
271108,KwaNkohla,Mnquma,Eastern Cape,372
270382,KwaNongxeke,Mbhashe,Eastern Cape,262
284232,KwaNtondo,Engcobo,Eastern Cape,530
294216,KwaPahla,King Sabata Dalindyebo,Eastern Cape,613
260072,KwaRayi,Buffalo City,Eastern Cape,1144
271067,KwaSimeliyana,Mnquma,Eastern Cape,311
290211,KwaThahle,Ngquza Hill,Eastern Cape,2054
271540,KwaVuso,Mnquma,Eastern Cape,289
292269,KwaZinja,Nyandeni,Eastern Cape,510
297303,Kwamundazwe,Mbizana,Eastern Cape,474
581118,KweYezulu C,Ulundi,KwaZulu-Natal,497
293292,Labry,Mhlontlo,Eastern Cape,152
965062,Lamvi,Mutale,Limpopo,712
283136,Lapesini B,Emalahleni,Eastern Cape,242
379004,Leerkrans,//Khara Hais,Northern Cape,1383
986092,Lehlokong,Fetakgomo,Limpopo,26
667053,Lekoko,Mafikeng,North West,1651
976002,Lepele-Nkumpi NU,Lepele-Nkumpi,Limpopo,2452
866009,Leslie Gold Mines,Govan Mbeki,Mpumalanga,456
563007,Lidgetton West,uMngeni,KwaZulu-Natal,4521
290112,Litlaphele,Ngquza Hill,Eastern Cape,3085
667021,Lonely Park,Mafikeng,North West,9511
506031,Louisiana,Hibiscus Coast,KwaZulu-Natal,607
284254,Lower Mangxongweni,Engcobo,Eastern Cape,204
293150,Lower Tyirha,Mhlontlo,Eastern Cape,202
270462,Lucingweni,Mbhashe,Eastern Cape,164
290157,Lufankomo,Ngquza Hill,Eastern Cape,196
578028,Lujojwana,eDumbe,KwaZulu-Natal,486
271008,Lunda,Mnquma,Eastern Cape,305
297328,Lurholweni A,Mbizana,Eastern Cape,929
271233,Lutsholo,Mnquma,Eastern Cape,147
294197,Lwalweni,King Sabata Dalindyebo,Eastern Cape,1136
286137,Mabalane,Elundini,Eastern Cape,200
292163,Mabheleni,Nyandeni,Eastern Cape,1010
974025,Mabokelele,Polokwane,Limpopo,6012
576045,Mabuzela,Msinga,KwaZulu-Natal,1590
284241,Machibini B,Engcobo,Eastern Cape,148
290120,Madevana,Ngquza Hill,Eastern Cape,178
295120,Madimonga,Matatiele,Eastern Cape,1612
293094,Madukuda,Mhlontlo,Eastern Cape,105
294422,Mafakathini,King Sabata Dalindyebo,Eastern Cape,317
575024,Magabeni A,Nqutu,KwaZulu-Natal,610
293166,Magcaki,Mhlontlo,Eastern Cape,207
872043,Magola,Dr JS Moroka,Mpumalanga,3219
985071,Magukubu,Makhuduthamaga,Limpopo,414
295246,Mahaleng,Matatiele,Eastern Cape,884
987126,Mahlageng,Greater Tubatse,Limpopo,178
296064,Mahobe,Umzimvubu,Eastern Cape,149
986068,Maisela,Fetakgomo,Limpopo,944
360085,Makadibeng,Joe Morolong,Northern Cape,155
580185,Makeme,Nongoma,KwaZulu-Natal,899
665008,Makgori,Ratlou,North West,1066
588042,Makholwase,Ntambanana,KwaZulu-Natal,2786
571058,Makhwelela B,Okhahlamba,KwaZulu-Natal,691
286051,Makuatlana,Elundini,Eastern Cape,547
575125,Malakatha,Nqutu,KwaZulu-Natal,2088
986022,Malepeng,Fetakgomo,Limpopo,203
599175,Malukazi,eThekwini,KwaZulu-Natal,19520
799046,Mamelodi,City of Tshwane,Gauteng,334577
291136,Mampube,Port St Johns,Eastern Cape,706
589048,Mandawe,uMlalazi,KwaZulu-Natal,1804
297350,Mandlobe,Mbizana,Eastern Cape,1020
293188,Mangezimeni,Mhlontlo,Eastern Cape,637
270199,Mangweni,Mbhashe,Eastern Cape,545
986093,Manoge,Fetakgomo,Limpopo,327
872038,Mantlole,Dr JS Moroka,Mpumalanga,683
542103,Manyane,Nkandla,KwaZulu-Natal,217
285067,Manzimahle SP,Sakhisizwe,Eastern Cape,343
297013,Mapheleni (Emapheleni),Mbizana,Eastern Cape,691
965117,Mapuloni,Mutale,Limpopo,1014
296024,Maqokolo,Umzimvubu,Eastern Cape,57
669027,Maramage,Ramotshere Moiloa,North West,360
287033,Mareteng,Senqu,Eastern Cape,5036
669008,Maroelakop,Ramotshere Moiloa,North West,168
375004,Marydale,Siyathemba,Northern Cape,2623
963015,Maseke,Ba-Phalaborwa,Limpopo,2752
986042,Mashegeng,Fetakgomo,Limpopo,95
965007,Masisi,Mutale,Limpopo,1150
287089,Matafazaneni,Senqu,Eastern Cape,430
290133,Mathambo,Ngquza Hill,Eastern Cape,274
662002,Mathopestad B,Rustenburg,North West,323
281086,Matiyeni,Lukanji,Eastern Cape,624
271091,Matolweni,Mnquma,Eastern Cape,171
672014,Matshelapane,Greater Taung,North West,1608
472044,Matsieng,Maluti a Phofung,Free State,1680
662045,Maumong,Rustenburg,North West,2141
968048,Mawoni,Makhado,Limpopo,1379
283124,Mayaluleni,Emalahleni,Eastern Cape,425
538005,Mazimazana,uMhlathuze,KwaZulu-Natal,7616
581080,Mbanda A,Ulundi,KwaZulu-Natal,561
579019,Mbekakanye,UPhongolo,KwaZulu-Natal,2252
297129,Mbiba,Mbizana,Eastern Cape,827
965038,Mbodi,Mutale,Limpopo,234
570006,Mbondwana,Umtshezi,KwaZulu-Natal,793
560059,Mbulula,Vulamehlo,KwaZulu-Natal,1629
294193,Mcata,King Sabata Dalindyebo,Eastern Cape,413
283046,Mcwangele,Emalahleni,Eastern Cape,48
292058,Mdina,Nyandeni,Eastern Cape,1476
576070,Mduna,Msinga,KwaZulu-Natal,384
506013,Melville,Hibiscus Coast,KwaZulu-Natal,1029
964013,Metz,Maruleng,Limpopo,6350
293189,Mfolozi,Mhlontlo,Eastern Cape,268
599027,Mgangeni,eThekwini,KwaZulu-Natal,17108
270148,Mgojweni,Mbhashe,Eastern Cape,487
585031,Mgwaqeni,Hlabisa,KwaZulu-Natal,977
587045,Mhlana,Mfolozi,KwaZulu-Natal,2519
270065,Mhlota,Mbhashe,Eastern Cape,254
876033,Middelplaas,Nkomazi,Mpumalanga,4365
292088,Misty Mount,Nyandeni,Eastern Cape,1693
290064,Mketengeni,Ngquza Hill,Eastern Cape,2688
565002,Mkhomazi,Impendle,KwaZulu-Natal,145
576013,Mkhuzeni,Msinga,KwaZulu-Natal,2122
542091,Mkupe,Nkandla,KwaZulu-Natal,942
271231,Mlonyeni,Mnquma,Eastern Cape,277
667012,Mmanawane,Mafikeng,North West,217
598168,Mmusa,Umzimkhulu,KwaZulu-Natal,469
298078,Mngcipongweni,Ntabankulu,Eastern Cape,2681
271002,Mnquna NU,Mnquma,Eastern Cape,1829
295066,Mochadeng,Matatiele,Eastern Cape,903
964014,Moetladimo,Maruleng,Limpopo,117
667009,Mogosane,Mafikeng,North West,1927
962056,Moime,Greater Tzaneen,Limpopo,5000
987122,Mokutung,Greater Tubatse,Limpopo,251
662068,Molote,Rustenburg,North West,345
970076,Monotwane,Aganang,Limpopo,1109
979001,Mookgopong,Mookgopong,Limpopo,24853
276013,Moreson,Nkonkobe,Eastern Cape,264
295192,Mosana,Matatiele,Eastern Cape,560
295039,Mosta,Matatiele,Eastern Cape,588
961075,Motlhakamasoma,Greater Letaba,Limpopo,295
286074,Mount Fletcher,Elundini,Eastern Cape,11488
294467,Mpambu,King Sabata Dalindyebo,Eastern Cape,77
961036,Mpepule,Greater Letaba,Limpopo,1285
974131,Mphogodiba,Polokwane,Limpopo,447
296127,Mpola,Umzimvubu,Eastern Cape,169
270071,Mpozolo,Mbhashe,Eastern Cape,552
580017,Mpuphusi,Nongoma,KwaZulu-Natal,477
293315,Mqobiso - A,Mhlontlo,Eastern Cape,734
286105,Mrobe,Elundini,Eastern Cape,45
576001,Msinga NU,Msinga,KwaZulu-Natal,5680
274011,Mtati Siwani,Ngqushwa,Eastern Cape,443
271465,Mthongwana,Mnquma,Eastern Cape,437
504002,Mtintanyoni,UMuziwabantu,KwaZulu-Natal,1469
287052,Mtsila,Senqu,Eastern Cape,464
968129,Mufunzi,Makhado,Limpopo,310
294207,Muliso,King Sabata Dalindyebo,Eastern Cape,182
281095,Muswa-D,Lukanji,Eastern Cape,223
562002,Mvoti,uMshwathi,KwaZulu-Natal,1173
284185,Mxesibe,Engcobo,Eastern Cape,659
583022,Mziki,Jozini,KwaZulu-Natal,2585
292252,Mzonyane,Nyandeni,Eastern Cape,1863
593009,Nambithani,Ndwedwe,KwaZulu-Natal,1985
294024,Ncambele,King Sabata Dalindyebo,Eastern Cape,450
271056,Ncisinide,Mnquma,Eastern Cape,343
282235,Ncwini,Intsika Yethu,Eastern Cape,602
297038,Ndayingana,Mbizana,Eastern Cape,1664
287020,Ndingashe,Senqu,Eastern Cape,1173
588021,Ndondondwana,Ntambanana,KwaZulu-Natal,316
290176,Ndungunyeni A,Ngquza Hill,Eastern Cape,280
526023,Nellie Valler,Dannhauser,KwaZulu-Natal,1054
286016,New Stand,Elundini,Eastern Cape,249
965084,Ngalavhani,Mutale,Limpopo,321
271523,Ngcingane,Mnquma,Eastern Cape,118
290198,Ngebheni,Ngquza Hill,Eastern Cape,196
506055,Ngodini,Hibiscus Coast,KwaZulu-Natal,2236
580112,Ngoqongo C,Nongoma,KwaZulu-Natal,81
290014,Ngqelemani,Ngquza Hill,Eastern Cape,207
284420,Ngqubusini B,Engcobo,Eastern Cape,54
293325,Ngqwala,Mhlontlo,Eastern Cape,32
526043,Nguqunguqu,Dannhauser,KwaZulu-Natal,1626
664037,Ngweding,Moses Kotane,North West,424
274057,Ngxakaxha,Ngqushwa,Eastern Cape,78
293160,Ngzalana,Mhlontlo,Eastern Cape,641
576058,Nhlesi,Msinga,KwaZulu-Natal,1050
296113,Niyona,Umzimvubu,Eastern Cape,198
598150,Njunga,Umzimkhulu,KwaZulu-Natal,1006
292304,Nkantini,Nyandeni,Eastern Cape,532
286100,Nkobongo,Elundini,Eastern Cape,260
271390,Nkondwane,Mnquma,Eastern Cape,284
273038,Nkqayi,Amahlathi,Eastern Cape,264
290029,Nkwalini,Ngquza Hill,Eastern Cape,58
292169,Nodushe,Nyandeni,Eastern Cape,416
504048,Nombengeza,UMuziwabantu,KwaZulu-Natal,1430
575030,Nondweni B,Nqutu,KwaZulu-Natal,1646
761007,Nooitgecht,Midvaal,Gauteng,879
294353,Nothintwa,King Sabata Dalindyebo,Eastern Cape,1045
298092,Nqalo,Ntabankulu,Eastern Cape,199
292205,Nquba,Nyandeni,Eastern Cape,806
966089,Nsimbhi,Thulamela,Limpopo,1885
292082,Ntabantsimbi,Nyandeni,Eastern Cape,821
581057,Ntandakuwela A,Ulundi,KwaZulu-Natal,778
503051,Ntenguland,Umzumbe,KwaZulu-Natal,725
283095,Ntlalo-Ntle,Emalahleni,Eastern Cape,875
271436,Ntlini,Mnquma,Eastern Cape,278
282223,Ntozini,Intsika Yethu,Eastern Cape,190
270274,Ntshingeni,Mbhashe,Eastern Cape,167
270335,Ntsimbini,Mbhashe,Eastern Cape,731
599048,Ntukuso,eThekwini,KwaZulu-Natal,3446
587040,Ntwezi,Mfolozi,KwaZulu-Natal,1973
293072,Nxotho,Mhlontlo,Eastern Cape,480
282271,Nyanisweni,Intsika Yethu,Eastern Cape,599
589022,Nyimbithwa,uMlalazi,KwaZulu-Natal,1410
576062,Nzala,Msinga,KwaZulu-Natal,1353
588011,Obuka C,Ntambanana,KwaZulu-Natal,1860
571003,Okhahlamba NU,Okhahlamba,KwaZulu-Natal,16887
165002,Op-die-berg,Witzenberg,Western Cape,1531
590015,Osborn,Mthonjaneni,KwaZulu-Natal,99
172005,Overstrand NU,Overstrand,Western Cape,5100
386004,Pampierstad,Phokwane,Northern Cape,21707
575051,Patsoana B,Nqutu,KwaZulu-Natal,652
674049,Pembroke,Kagisano/Molopo,North West,215
982031,Phahladira,Mogalakwena,Limpopo,3097
467002,Phathakahle,Matjhabeng,Free State,16976
199033,Philippi,City of Cape Town,Western Cape,200603
589072,Phongola,uMlalazi,KwaZulu-Natal,2057
293195,Phungulelweni,Mhlontlo,Eastern Cape,103
599116,Pinetown,eThekwini,KwaZulu-Natal,144026
987095,Pologong,Greater Tubatse,Limpopo,1270
162012,Porterville,Bergrivier,Western Cape,7057
165005,Prince Alfred Hamlet,Witzenberg,Western Cape,6810
294082,Qakancu,King Sabata Dalindyebo,Eastern Cape,333
294023,Qelane,King Sabata Dalindyebo,Eastern Cape,824
292120,Qhunqwana,Nyandeni,Eastern Cape,76
286234,Qolombane,Elundini,Eastern Cape,239
581077,Qubeni A,Ulundi,KwaZulu-Natal,334
286204,Qurana,Elundini,Eastern Cape,169
961102,Rabothatha,Greater Letaba,Limpopo,699
984018,Ramogwerane,Elias Motsoaledi,Limpopo,2045
970027,Rapitsi,Aganang,Limpopo,1916
599033,Redcliffe,eThekwini,KwaZulu-Natal,14220
291158,Rhela,Port St Johns,Eastern Cape,1319
164011,Riebeek-Kasteel,Swartland,Western Cape,1144
966159,Roadhouse,Thulamela,Limpopo,3710
877041,Rooiboklaagte B,Bushbuckridge,Mpumalanga,3650
961022,Rotterdam,Greater Letaba,Limpopo,4649
271315,Rwantsana B,Mnquma,Eastern Cape,325
968128,Salaunavhe,Makhado,Limpopo,211
260080,Sandisiwe,Buffalo City,Eastern Cape,515
293096,Sapompolo,Mhlontlo,Eastern Cape,118
982102,Scheming,Mogalakwena,Limpopo,1563
270643,Sebeni,Mbhashe,Eastern Cape,212
982039,Segole,Mogalakwena,Limpopo,1912
295089,Sekhutlong,Matatiele,Eastern Cape,469
968032,Sendedza,Makhado,Limpopo,2503
961108,Sephatwene,Greater Letaba,Limpopo,4994
985152,Setebong,Makhuduthamaga,Limpopo,384
877040,Seville C,Bushbuckridge,Mpumalanga,480
861012,Sheepmoor,Msukaligwa,Mpumalanga,2727
876023,Shiyalongubo,Nkomazi,Mpumalanga,280
876016,Sibayeni,Nkomazi,Mpumalanga,24134
297276,Sidanga,Mbizana,Eastern Cape,424
296155,Sigidini B,Umzimvubu,Eastern Cape,1098
296137,Sihlahleni,Umzimvubu,Eastern Cape,508
286109,Sikhepheni,Elundini,Eastern Cape,295
273119,Silositsha,Amahlathi,Eastern Cape,119
270004,Singeni B,Mbhashe,Eastern Cape,321
295223,Siphepheto,Matatiele,Eastern Cape,443
286197,Siqungqwini,Elundini,Eastern Cape,570
293067,Sititshini,Mhlontlo,Eastern Cape,125
294083,Sixuzulu,King Sabata Dalindyebo,Eastern Cape,416
868005,Skoongesig,Emalahleni,Mpumalanga,32
582098,Sodwana,Umhlabuyalingana,KwaZulu-Natal,93
566046,Songonzima,The Msunduzi,KwaZulu-Natal,3085
526009,Spookmill,Dannhauser,KwaZulu-Natal,304
599072,St. Lawrence,eThekwini,KwaZulu-Natal,2081
869002,Steve Tshwete NU,Steve Tshwete,Mpumalanga,26079
379006,Straussburg,//Khara Hais,Northern Cape,1157
260144,Sunny South,Buffalo City,Eastern Cape,218
562031,Swayimana,uMshwathi,KwaZulu-Natal,11486
294214,Tafeni B,King Sabata Dalindyebo,Eastern Cape,534
585033,Tanganeni,Hlabisa,KwaZulu-Natal,762
799008,Temba,City of Tshwane,Gauteng,58431
286080,Thabakhobelu,Elundini,Eastern Cape,299
290205,Thakanelo,Ngquza Hill,Eastern Cape,458
660053,The Carousel Casino and Entertainment World,Moretele,North West,435
503039,Thembelihle,Umzumbe,KwaZulu-Natal,361
966131,Thohoyandou,Thulamela,Limpopo,69453
599150,Thornwood,eThekwini,KwaZulu-Natal,1608
271121,Thunga B,Mnquma,Eastern Cape,416
293044,Tikolwana,Mhlontlo,Eastern Cape,632
662052,Tlapa,Rustenburg,North West,1757
797030,Tokoza,Ekurhuleni,Gauteng,105827
461011,Trompsburg,Kopanong,Free State,1880
283042,Tsembeyi,Emalahleni,Eastern Cape,676
965056,Tshamutore,Mutale,Limpopo,80
674025,Tshetshu,Kagisano/Molopo,North West,263
965030,Tshikondeni A,Mutale,Limpopo,103
966101,Tshirenzheni,Thulamela,Limpopo,1248
965029,Tshiungani,Mutale,Limpopo,1138
799026,Tshwane NU North,City of Tshwane,Gauteng,6831
283045,Tsolokazi A,Emalahleni,Eastern Cape,417
674017,Tuhutsang,Kagisano/Molopo,North West,101
499039,Tweefontein,Mangaung,Free State,247
260014,Tyusha,Buffalo City,Eastern Cape,1289
271012,Ulahlangubo,Mnquma,Eastern Cape,293
875002,Umjindi NU,Umjindi,Mpumalanga,14886
595011,Underberg,Kwa Sani,KwaZulu-Natal,2694
672054,Upper Majeakgoro,Greater Taung,North West,1887
286081,Upper Tokwana,Elundini,Eastern Cape,321
577020,Vaalkrans,Umvoti,KwaZulu-Natal,1461
765001,Venterspost,Westonaria,Gauteng,1272
369005,Victoria West,Ubuntu,Northern Cape,8254
871014,Vlaaklaagte,Thembisile,Mpumalanga,12098
477005,Vredefort,Ngwathe,Free State,1326
271288,Vumenjani,Mnquma,Eastern Cape,184
863007,Wakkestroom,Pixley Ka Seme,Mpumalanga,6852
765005,Waterworks,Westonaria,Gauteng,2249
570014,Wembesi A,Umtshezi,KwaZulu-Natal,13544
579003,Whitecliff,UPhongolo,KwaZulu-Natal,6530
987005,Wismar,Greater Tubatse,Limpopo,811
499043,Woodbridge,Mangaung,Free State,437
581035,Xasana,Ulundi,KwaZulu-Natal,1021
960048,Ximausa,Greater Giyani,Limpopo,2507
542076,Xulu,Nkandla,KwaZulu-Natal,326
478010,Zamdela,Metsimaholo,Free State,82339
282160,Zicubeni,Intsika Yethu,Eastern Cape,543
589117,Zimbidli,uMlalazi,KwaZulu-Natal,363
292025,Zinkumbeni,Nyandeni,Eastern Cape,434
294369,Zixekeni,King Sabata Dalindyebo,Eastern Cape,225
283104,Zwart Water,Emalahleni,Eastern Cape,302
284381,eChibini A,Engcobo,Eastern Cape,68
270445,eGotyibeni B,Mbhashe,Eastern Cape,323
